,filename,LCD,PLD,LFPD,density cm3_g,ASA_m2_cm3,NASA_m2_cm3,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,FSR_overlap,fomula,Cu,H,C,N,O,K,Pb,S,Zn,Co,Yb,Cs,Si,Cd,Cl,Dy,Ni,B,Th,Br,V,P,Ag,Mo,Gd,Na,Ba,Mn,Fe,Pt,F,Lu,W,Sm,In,Sc,Tb,Mg,La,Pd,I,Al,Ce,Cr,Ti,Zr,Nd,Pr,Eu,Y,Hf,U,Li,Rh,Ga,Se,Hg,Ca,Er,Ho,Re,Sr,Ru,Ge,Bi,Sn,Sb,Rb,Tm,Be,Ir,As,Nb,Au,Te,Np,Pu,all_electronegativity,metal_electronegativity,nonmetal_electronegativity,atom_number,volume,density g/cc
8390,PUQHEP_clean,4.23931,2.86998,4.23931,1.4551,0,447.524,0.4094,0.281355,0,Co,No,0,clean,Y,Co4 H32 C44 N4 O16,0,32,44,4,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.32,7.52,249.8,100,1264.984511,1.455089603
8391,PUQHIT_SL,4.11931,2.80454,4.11931,1.49316,0,395.833,0.431,0.28865,0,Zn,No,0,SL,Y,Zn4 H32 C44 N4 O16,0,32,44,4,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.4,6.6,249.8,100,1261.465467,1.493246679
8392,PUQXUV_clean,5.37589,5.08075,5.29758,1.50363,233.241,324.657,0.4578,0.304462,0,Zn,Yes,Zn,clean,Y,Zn6 H48 C102 O24 F36,0,48,102,0,24,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601.44,9.9,591.54,216,3019.018684,1.503691397
8393,PUQYAC_clean,5.36415,5.07421,5.36415,1.50028,235.559,320.725,0.4614,0.307543,0,Zn,Yes,Zn,clean,Y,Zn6 H48 C102 O24 F36,0,48,102,0,24,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601.44,9.9,591.54,216,3025.77511,1.500333719
8394,PURJES_clean,6.1741,5.21501,6.1741,1.07844,1412.21,0,0.5678,0.526503,0,Zn,Yes,Zn,clean,Y,Zn4 H48 C66 O24,0,48,66,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.06,6.6,356.46,142,2289.086704,1.078481753
8395,PURJIW_clean,8.03037,6.16762,8.02661,0.894418,1849.84,0,0.6498,0.726506,0,Zn,Yes,Zn,clean,Y,Zn8 H96 C132 O48,0,96,132,0,48,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726.12,13.2,712.92,284,5520.086834,0.894456307
8396,PURNEX_clean,5.09479,3.51841,5.0825,3.89183,1036.85,0,0.4494,0.115473,0,"W,Cu,Si",Yes,W,clean,Y,Cu4 Si4 H40 W48 C48 N16 O128,4,40,48,16,128,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827.84,120.88,706.96,288,5154.071609,3.89184084
8397,PURNIB_clean,4.73361,3.41508,4.65301,3.6233,403.306,0,0.3372,0.0930644,5.52E-05,"W,Co,Si,K,Cu",Yes,"W,Cu,Co",clean,Y,K4 Co8 Cu8 Si4 H80 W40 C96 N32 O136,8,80,96,32,136,4,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121.44,127.92,993.52,408,5710.334935,3.623300062
8398,PURQEZ_clean,4.01335,3.33782,3.83874,1.25543,343.511,43.8193,0.5654,0.450365,0,Zn,No,0,clean,Y,Zn4 H24 C32 O32,0,24,32,0,32,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.08,6.6,244.48,92,1563.515233,1.255507985
8399,PURRIE_clean,4.99199,2.94614,4.97757,1.35446,0,208.739,0.3844,0.283804,0,Zn,Yes,Zn,clean,Y,Zn16 H376 C400 N64 O64,0,376,400,64,64,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2288.32,26.4,2261.92,920,9991.784833,1.354485256
8400,PURSOK_clean,4.44828,3.48673,4.44828,1.3532,940.252,0,0.521,0.385014,0,Zn,Yes,Zn,clean,N,Zn3 H12 C24 O12,0,12,24,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.83,4.95,128.88,51,844.8953429,1.353304307
8401,PUSRUR_clean,5.04529,3.12069,5.04149,2.23299,0,552.213,0.4624,0.207077,0,Ag,Yes,Ag,clean,N,Ag21 H24 C78 N6 O36 F36,0,24,78,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577.59,40.53,537.06,201,3398.587092,2.232994511
8402,PUSXIL_charged,6.89815,4.80142,6.88952,1.16087,2151.45,0,0.6554,0.564577,0,Zn,No,0,charged,Y,Zn12 P8 H24 C64 O56,0,24,64,0,56,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.96,19.8,426.16,164,3892.635657,1.16096744
8403,PUTYAE_charged,4.56339,3.8937,4.54416,1.48208,836.49,0,0.5,0.337364,0,Ag,No,0,charged,Y,Ag4 H24 C48 N24 Cl4 O16,0,24,48,24,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.56,7.72,315.84,120,1978.823712,1.482064681
8404,PUTYEI_clean,6.07481,4.74641,6.03797,1.15301,1967.9,0,0.6112,0.530089,0,Ag,No,0,clean,Y,Ag4 C48 N24,0,0,48,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.08,7.72,195.36,76,1935.832537,1.152996912
8405,PUVJOG_clean,5.99071,5.7142,5.99071,1.16612,1343.68,0,0.5688,0.487772,0,V,No,0,clean,Y,V4 C32 O20,0,0,32,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,6.52,150.4,56,1293.124623,1.166113089
8406,PUVREF_clean,3.59577,2.71579,3.58743,1.61482,0,46.2779,0.5034,0.311738,0,"Ba,Fe",No,0,clean,N,Ba6 Fe6 C36 N36,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.56,16.32,201.24,84,2155.018721,1.614799264
8407,PUWCOZ_clean,4.22554,3.14505,4.18276,1.36589,0,639.964,0.5142,0.376458,0,Ni,Yes,Ni,clean,Y,Ni8 H56 C56 O36,0,56,56,0,36,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.12,15.28,389.84,156,2157.382985,1.365887236
8408,PUWCUF_clean,5.62914,3.92719,5.62914,1.20596,1932.54,0,0.6014,0.49869,0,Zn,Yes,Zn,clean,Y,Zn16 H96 C112 O64,0,96,112,0,64,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743.36,26.4,716.96,288,4836.068389,1.206059746
8409,PUWDAM_clean,9.00542,5.91155,9.00542,0.805702,2374.94,0,0.7118,0.883453,0,Zn,No,0,clean,Y,Zn4 H40 C80 O20,0,40,80,0,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.4,6.6,360.8,144,3262.001442,0.80573148
8410,PUWDEQ_charged,5.82315,4.48921,5.82315,0.959455,1620.28,0,0.56,0.583665,0,Zn,Yes,Zn,charged,Y,Zn2 H50 C48 N2 O12,0,50,48,2,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.06,3.3,279.76,114,1692.133793,0.959478996
8411,PUWDIU_clean,8.22754,6.95777,8.22754,1.0931,2055.27,0,0.6384,0.584028,0,Zn,Yes,Zn,clean,Y,Zn24 H48 C144 O104,0,48,144,0,104,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870.16,39.6,830.56,320,7612.609523,1.093197144
8412,PUWDOA_clean,10.50578,8.82117,10.50578,0.768678,1898.43,0,0.689,0.896344,0,Zn,Yes,Zn,clean,Y,Zn12 H128 C216 O52,0,128,216,0,52,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031.08,19.8,1011.28,408,9375.56063,0.768709106
8413,PUWVAG_clean,4.80954,3.64569,4.72725,1.26832,891.081,0,0.4874,0.384287,0,Zn,Yes,Zn,clean,N,Zn8 H84 C132 N32 O24,0,84,132,32,24,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714.44,13.2,701.24,280,3961.029406,1.268368829
8414,PUWXAH_clean,4.52797,3.58309,4.52797,1.5745,738.046,0,0.4104,0.260654,0,Mn,No,0,clean,N,Mn6 H22 C54 O36,0,22,54,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.24,9.3,309.94,118,1662.502943,1.574497033
8415,PUWYAI_clean,3.94407,2.70576,3.76015,1.53108,0,95.6349,0.4062,0.265302,0,"Na,Co",Yes,"Na,Co",clean,N,Na10 Co12 H32 C48 O66,0,32,48,0,66,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.7,31.86,419.84,168,2821.812756,1.53108337
8416,PUYHOI_clean,8.13748,6.87673,8.13748,1.50852,1009.54,0,0.5634,0.373478,0,"Gd,Ni",Yes,Ni,clean,Y,Gd4 Ni6 H48 C48 O60,0,48,48,0,60,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.66,16.26,434.4,166,2824.592899,1.508527121
8417,PUYZUF_clean,5.69776,3.92558,5.6607,1.26995,1498.86,0,0.59,0.464585,0,Cd,No,0,clean,Y,Cd2 H12 C18 S6,0,12,18,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.16,3.38,87.78,38,844.0462753,1.269927727
8418,PUZJOL_clean,4.83061,4.03981,4.83061,1.24259,1148.92,0,0.519,0.417676,0,Mg,No,0,clean,Y,Mg3 H8 C24 S4 O16,0,8,24,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.09,3.93,144.16,55,1006.929654,1.242581812
8419,PUZKOM_clean,5.73239,3.68789,5.71092,1.28608,1004.7,0,0.5098,0.396397,0,Zn,Yes,Zn,clean,Y,Zn16 H128 C192 S16 N16 O64,0,128,192,16,64,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107.68,26.4,1081.28,432,6768.878641,1.286143198
8420,PUZKUS_clean,5.50979,4.91819,5.49321,1.14051,1329.3,0,0.5506,0.482765,0,Mg,Yes,Mg,clean,N,Mg8 H16 C48 S8 O32,0,16,48,0,32,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.8,10.48,288.32,112,2264.874241,1.140506482
8421,PUZLAZ_clean,6.70975,6.33216,6.70975,1.05033,2275.23,0,0.6682,0.636179,0,In,No,0,clean,Y,In4 H16 C48 S8 O32,0,16,48,0,32,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.44,7.12,288.32,108,2878.024807,1.050327164
8422,PUZLUS_clean,15.09144,8.39804,15.08737,0.46153,2323.48,0,0.8014,1.7364,0,Co,No,0,clean,Y,Co12 H192 C312 S24 N120,0,192,312,120,0,0,0,24,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667.28,22.56,1644.72,660,25540.01326,0.461519431
8423,PUZMAZ_manual,16.4214,9.23775,16.40927,0.447552,2179.79,0,0.7972,1.78124,0,Co,No,0,manual,Y,Co48 H768 C1248 S96 N480,0,768,1248,480,0,0,0,96,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6669.12,90.24,6578.88,2640,105350.6119,0.447542247
8424,PUZTOV_clean,7.33778,6.60028,7.33778,1.18441,1668.47,0,0.6108,0.5157,0,"Ca,Cd",Yes,Cd,clean,Y,Ca4 Cd8 H48 C96 O48,0,48,96,0,48,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.04,17.52,515.52,204,4246.641062,1.184404039
8425,PYDCUT_clean,5.31645,4.73242,5.31645,1.56466,1273.49,0,0.5466,0.349342,0,Cu,No,0,clean,Y,Cu8 C12 S12 N12,8,0,12,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.24,15.2,98.04,44,1279.242213,1.564631026
8426,QABKIQ_clean,4.42544,3.2199,4.41887,0.950962,0,952.778,0.6176,0.649448,0,Li,No,0,clean,Y,Li4 P8 C24 N24 F24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.12,3.92,247.2,84,2367.69876,0.950957265
8427,QACRES_clean,4.20061,2.43417,4.19964,2.51339,0,513.123,0.436,0.173471,0,Ga,No,0,clean,Y,Ga12 P12 O48 F4,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.04,21.72,207.32,76,1355.911506,2.513414344
8428,QADBII_clean,4.90485,4.23271,4.90165,1.42586,539.675,0,0.4884,0.34253,0,Sn,No,0,clean,Y,Sn8 H104 C64 O16,0,104,64,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,462.72,15.68,447.04,192,2421.408351,1.425848395
8429,QADKAH_clean,4.77033,3.53305,4.75355,1.52919,937.023,0,0.5082,0.332332,0,V,Yes,V,clean,Y,V16 P16 H48 C24 O56,0,48,24,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.56,26.08,394.48,160,2761.692335,1.529194059
8430,QADVUN_clean,3.777,2.91711,3.76909,2.40911,0,119.573,0.4546,0.1887,0,Zn,Yes,Zn,clean,Y,Zn6 P6 H2 O24,0,2,0,0,24,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,9.9,100.1,38,664.582295,2.409415056
8431,QADWEA_clean,4.644,4.03482,4.644,1.80951,763.808,0,0.4542,0.251007,0,Eu,No,0,clean,Y,Eu4 P4 H28 C32 N4 O32,0,28,32,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.2,0,274.2,104,1571.355865,1.809507261
8432,QADWEY_clean,5.10125,3.39709,4.70821,1.83379,898.197,0,0.5456,0.297527,0,Zn,No,0,clean,Y,Zn12 P16 H12 O64,0,12,0,0,64,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.4,19.8,281.6,104,2097.46431,1.833982859
8433,QADWIE_clean,4.58512,3.92708,4.57664,1.84741,722.607,0,0.4522,0.244775,0,Gd,No,0,clean,Y,Gd4 P4 H28 C32 N4 O32,0,28,32,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,4.8,274.2,104,1558.123126,1.847408742
8434,QADWOK_clean,4.58729,3.99418,4.55638,1.86546,733.177,0,0.4474,0.239833,0,Tb,No,0,clean,Y,Tb4 P4 H28 C32 N4 O32,0,28,32,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.2,0,274.2,104,1549.007108,1.865464792
8435,QADWUQ_clean,4.54229,3.95239,4.49763,1.89145,716.655,0,0.4464,0.236009,0,Dy,No,0,clean,Y,Dy4 P4 H28 C32 N4 O32,0,28,32,4,32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.08,4.88,274.2,104,1540.278465,1.891451235
8436,QADXAX_clean,4.50897,3.9304,4.4621,1.90926,707.48,0,0.4456,0.233389,0,Ho,No,0,clean,N,Ho4 P4 H28 C32 N4 O32,0,28,32,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.12,4.92,274.2,104,1534.36713,1.909258946
8437,QAGDIO_clean,12.81046,10.08472,12.79582,0.728225,1959.77,0,0.7164,0.983763,0,Cu,Yes,Cu,clean,Y,Cu16 H128 C260 N48 O64,16,128,260,48,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341.08,30.4,1310.68,516,13601.48509,0.728215518
8438,QAGQEW_clean,16.48295,9.14033,16.48295,0.959417,1239.84,398.029,0.701,0.730652,0,Cd,Yes,Cd,clean,Y,Cd24 H48 C240 S48 O96,0,48,240,0,96,0,0,48,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212.24,40.56,1171.68,456,15064.63729,0.959407455
8439,QAGTOH_clean,4.99286,4.09874,4.71178,1.12214,865.652,0,0.4996,0.44522,0,Cu,No,0,clean,Y,Cu2 H40 C48 N8,2,40,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.52,3.8,234.72,98,1266.699137,1.122115643
8440,QAHMUJ_clean,3.54119,3.22591,3.52141,2.39047,0,279.023,0.4056,0.169674,0,"Cd,Ba",Yes,Ba,clean,N,Ba4 Cd4 H16 C24 O32,0,16,24,0,32,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.8,10.32,206.48,80,1261.007118,2.39047358
